id,name,trusted,open_vacancies
606294,"Артик",1,1
606706,"Би Си Ай,ООО",1,2
608045,"Complex Systems",1,1
609089,"Good Line",1,3
611846,"Обуховский завод",1,1
614951,"Аква Маркет",1,1
615954,"«Управляющая компания «Русское поле»",1,1
617150,"Сигнал, группа компаний",1,2
619595,"ТУТ и ТАМ Логистикс",1,1
620502,"Крупнейший дистрибьютор продуктов питания в Алтайском крае",1,2
621705,Secnet,1,1
623079,"Международный Генеалогический Центр",1,1
623979,"Интегрикс",1,4
624383,"Альвента",1,1
625332,"БУРГЕР КИНГ РОССИЯ",1,4
625615,"Открытые решения",1,3
629142,Macroscop,1,2
629918,"Фабрика им. Мебеля",1,1
629945,"Трамис",1,1
630052,UFATECH,1,1
630099,"Легкий Шаг / обувь и аксессуары",1,2
630322,"Русская лаборатория",1,1
631288,"МАВИС",1,3
632056,"Евразийский Капитал, АО",1,1
632115,"ITVolga, ГК",1,1
634253,"AMS Software",1,1
636653,Sibedge,1,7
637743,"Агентство КИТ Консалт",1,9
640043,"Компания IXORA",1,2
640251,"ИНИТИ",1,1
641194,"ДокЛаб",1,2
641527,"Гипермаркет Самбери",1,1
642197,"БИС-Консалтинг",1,2
646883,"Пиксель Плюс",1,1
648490,"Предприятие ФЭСТ",1,1
650722,"АПРИКОД",1,4
651073,"Единые Электронные Системы",1,1
652096,"ИнфоПро, группа компаний",1,1
653589,"Тутанхамон, Сеть ювелирных салонов",1,3
653732,"Экстенсив",1,5
653937,"Прикладные технологии",1,10
654435,"Spice Agency",1,4
654771,SIGUR,1,1
654964,Cleverics,1,1
656166,NGENIX,1,2
656407,"БИАС",1,1
656801,"Hyundai GLOVIS",1,1
659638,"Агентство 21 век, КЦ",1,1
661098,"Здоровая Ферма, Группа Компаний",1,1
661688,"Rocket Business",1,1
662065,"Уральский центр систем безопасности",1,2
664709,"К Телеком,ООО",1,1
665449,"Строительный Двор",1,7
665467,"Гринатом",1,2
665484,"Компания ТОРЭКС",1,1
667710,"МКК Срочноденьги",1,3
667719,"НИЖЕГОРОДСКИЙ МЕЖОТРАСЛЕВОЙ ЦЕНТР ОЦЕНКИ КВАЛИФИКАЦИЙ АГЕНТСТВО МАРСО",1,1
669587,"Этажи, федеральная компания",1,6
670607,"Здравсервис (Здесь Аптека, Твой Доктор)",1,2
670739,"Первый строительный фонд",1,1
671560,"Abeam Technologies",1,1
672330,"ЭтикетСервис",1,1
672459,"ТАТТЕЛЕКОМ",1,69
672666,"Хино Моторс",1,1
673988,"Original Group",1,4
675098,"Bright Rich | CORFAC International",1,1
675435,"Компания ТрэйдСофт",1,3
676363,"ГрузовичкоФ",1,3
679829,VZV.su,1,1
681319,"ЗАЗЕКС",1,5
681575,"FBS Inc.",1,4
681672,USETECH,1,1
681883,"Велесстрой",1,1
683000,"Николь, Торговая фирма",1,1
683210,"DAIMLER KAMAZ RUS",1,1
683367,"Азбука Качества-дом брендов",1,1
684668,Comindware,1,1
685557,"ГрандТитул",1,1
686028,"Норвик Банк",1,1
687183,"Центр инноваций и информационных технологий",1,3
688647,"АСНА, Сеть аптек",1,1
690721,"Навигатор",1,1
691030,"Сибирикс, SCRUM-студия",1,2
692166,"СПЕКТРОН, НПО",1,1
692314,"ФГБУ ФНКЦ специализированных видов медицинской помощи и медицинских технологий ФМБА России",1,1
694095,Exdeko,1,1
694393,"Original Works",1,1
696607,"СКАНД-МЕБЕЛЬ",1,1
696725,"Пироговый дворик",1,2
697611,"Полимербыт",1,1
699379,"ЦЕНТР",1,1
701365,"Бизнес-Азимут",1,1
702004,"Профессиональные Комплексные Решения",1,1
703705,"Комтелэнерго",1,1
703754,"КазИнфоТех АЦП",1,1
704478,"Концерн ГРАНИТ",1,1
704754,"ГК PRO",1,2
706399,Ticketland.ru,1,4
707174,Astana-Plat,1,1
708455,Palmetta,1,1
709196,"НЕО Кемикал",1,1
709383,Rubius,1,3
710634,"Эксклюзив",1,1
712918,"Гарант-Чебоксары",1,1
713264,"Лекси-ДВ",1,1
713625,"Core Energy Asia",1,1
716137,"Владивосток 2000",1,1
717220,"АйПильсин",1,1
718118,"Преображенскнефть",1,1
722101,"Ронда Лимитед",1,1
723714,ZennoLab,1,13
725089,"БЕЛМАРКЕТ",1,1
725757,"BabyBlog.ru (Бэбиблог, ООО)",1,1
726289,"Вебпрактик",1,1
726483,"КРИТ",1,1
726980,WineStyle,1,2
727025,iSATE,1,2
727026,"Стиль",1,1
728026,Bookmate,1,1
728158,"БИЗНЕС-ПАРК ДЕЛОВОЙ КВАРТАЛ",1,1
728305,"ВебМани.Ру",1,1
729065,"АЮСС",1,3
729359,"Планета мебели",1,1
731214,"БМикро",1,1
731266,"Смарт Тим Сервис",1,1
732829,"Домотехника",1,1
735079,"ФЛОР2Ю",1,1
735216,"Апогей-БК",1,1
735247,"Advark Video Advertising Platform",1,1
736180,"МАУ МФЦ",1,2
739489,"Веб-Центр",1,1
739495,"Группа компаний СНЕГ",1,1
740163,ASVA,1,1
740268,GOSOBLAKO,1,2
740571,"Каменск-Уральский завод по обработке цветных металлов",1,1
741106,"ТехноВиза",1,1
741203,"Сити Сервис",1,1
741772,SIMAI,1,1
742313,"Транспортные Технологии",1,1
742607,"Kempinski Grand Hotel Gelendzhik Black Sea",1,9
742684,"РегионПерсонал",1,1
743576,"Colliers Kazakhstan",1,1
744656,"МЕЧТА, ТМ (Мечта Маркет, ТОО)",1,1
745107,"РАУ АйТи",1,1
745650,"УНИФЛЕКС",1,1
745656,"World Class Иркутск",1,1
747028,IT_Selection,1,14
747615,"Я Цифровой",1,1
748519,"Телеком.ру",1,1
749185,"ЦКБ МТ Рубин",1,1
749522,"Пинта-Регион",1,3
750201,"Российская Ассоциация Ветроиндустрии",1,1
750246,"Effective Media Liaison",1,1
751232,"Авгуро Технолоджис",1,1
752270,"Модерн",1,1
753752,"Сайтострой",1,1
754148,"Офисный Мир КМ",1,16
754272,"БЭЛ Девелопмент",1,1
757161,"Корпорация М8",1,1
761625,"Веб Контроль",1,2
761794,"Ольвия",1,2
764121,Technoton,1,1
766006,"АйСёртанти Самара",1,1
767968,"Комэрф",1,1
768339,"ОЛДИ СВЕТ",1,1
769205,"Прагматикс",1,2
772338,"ИНТЕРВОЛГА",1,1
773069,iSEO,1,1
773401,Petshopru,1,1
776741,"Группа компаний Прагматика",1,1
779522,"Инженерно-технический центр",1,1
779758,"Targetprocess LLC",1,1
780069,"ТЕЛЕКОМ МПК",1,1
781644,"Центрстройсвет",1,1
782004,"Документовед",1,1
782190,"ТД Комплект",1,1
782253,"АК БАРС ДОМ",1,1
789214,"Главмолснаб",1,1
789662,Semrush,1,13
790022,Admitad,1,2
790859,"НТЦ ЭЛИНС",1,1
792907,"Варяг, Холдинг предприятий безопасности",1,1
793803,"Консервативный коммерческий банк",1,2
793926,"YCLIENTS LLC",1,3
794722,"Белвест",1,1
796393,"ГБУ ЯО Электронный регион",1,2
798343,"ФГБУ НМИЦ им. ак. Е.Н. Мешалкина Минздрава России",1,1
798533,"Компания СПАРК",1,1
802673,"ПромИТ",1,1
803057,Netex24,1,2
808020,"Белгазпромбанк",1,1
810319,"Аспро",1,1
811315,ABC.ru,1,2
811902,"Группа Компаний Автоимпорт",1,1
812783,"Нортек",1,1
813458,"Группа компаний АГРОЭКО",1,2
815055,"Электронная медицина",1,3
817622,"Юридический центр Восстания 6",1,1
817689,"ПКФ Кварц",1,1
820514,Sidenis,1,1
821041,"КримТех",1,1
822512,"Водоканал, МУП",1,2
823709,"Xsolla Inc.",1,2
823819,VL.RU,1,4
823942,KISLOROD,1,1
826873,"Фабрика межкомнатных дверей Фрегат",1,1
827614,"Седьмой канал",1,1
827748,"Трансфер технологии",1,1
828199,"«Предприятие «ЭЛТЕКС»",1,3
829194,"Вижн Люкс",1,1
829539,"Персис",1,1
830359,"Е-СИС",1,1
833155,Finbridge,1,4
833156,"ВМКом, Кадровый центр",1,1
833871,"Автомаркет",1,1
834912,"Infinnity Solutions",1,3
835045,"ФлексСофт",1,10
835576,"ТомскСофт",1,2
837144,"Автопитер",1,1
837826,"Куберто, OOO",1,3
838025,"KONTUR - digital-агентство",1,1
838782,Dizzy,1,1
839098,"Автоматизация и Консалтинг",1,13
840485,"ОФИСМАГ",1,5
840773,"Находка-АИС",1,1
841348,"ОпенСервис",1,3
842621,ICS,1,1
843093,KOTELOV,1,3
843986,"Программы учета",1,2
844939,"АйТи-бюро 3ебра",1,3
848428,PALAX,1,1
849580,"Центр Корпорация",1,1
849745,Ansoft,1,4
850334,"ОнТаргет ЛАБС",1,30
850682,"ПТ-Групп",1,1
851100,"Омский ЭМЗ",1,1
851221,"Реактор, Автокомплекс",1,1
851716,"Новакид РУС",1,6
853370,ExtTeam,1,1
854069,"Аркона",1,1
855219,"Центр онлайн-обучения Нетология-групп",1,4
856407,"Криптософт, НТП",1,2
863273,MillionAgents,1,1
863335,"ЮТИП Технологии",1,6
863957,"АТЛАНТ",1,1
864080,"Автоэмаль",1,1
864553,Aurigma,1,4
865513,"Пивзавоз Group",1,1
865748,VILAVI,1,1
865781,"Crystal Spring",1,1
866374,"Информационные технологии бизнеса",1,1
866666,BetBoom,1,3
867370,"ТайРай Франчайзинг",1,1
869064,"РН-БашНИПИнефть",1,2
869256,"Коркем Телеком",1,6
869395,"Тамтэк",1,5
869737,"M cosmetics",1,1
870069,Seldon,1,3
870877,"Нефтегазсервис Саратов",1,1
872053,"MX group",1,4
873710,VSEMAYKI.RU,1,2
874720,HR-flight,1,1
875212,"Productive heads",1,2
875560,"SITE-ELITE Studio",1,1
875660,"Еврочехол",1,1
876275,"Группа Компаний Стилсофт",1,2
876514,"ASTRIO agency, ООО",1,1
877913,"Codemasters International",1,1
883893,"Мосинжпроект",1,1
885098,XPGraph,1,1
885119,"Муравейник",1,1
886251,UNIWEB,1,1
886263,Westwing.ru,1,1
887203,"Эра Людей",1,2
888182,Knoema,1,2
888498,"АйТи++",1,1
889005,"Дом спорта",1,1
890621,"Акушерство.ru, Компания",1,1
893956,"Аксетта",1,2
895595,"Нэт Пэй",1,1
895829,"Редсофт",1,1
895945,"Правительство Москвы",1,1
896866,"Волкрафт",1,1
897910,"Тибурон",1,1
898511,"Международный аэропорт Владивосток",1,1
899317,"ТСК Групп",1,2
899441,"Флекскор",1,1
899681,Setronica,1,3
902137,"Директ Кредит",1,2
902760,"Агрофирма АРИАНТ",1,1
902836,"Ориджинал Европиан Маннол Лубрикантс",1,1
903379,"Ставропольский ГРЦ",1,1
903783,"Холдинг Монастырев",1,1
905374,Macte!,1,2
906557,SberTech,1,1
906847,"Суппорт чейн",1,2
908272,"Управляющая компания Яр-Групп",1,1
908642,"Техническая поддержка HARDKOD",1,2
911285,"СВУДС экспорт, ИООО",1,1
912233,"Этажи",1,1
912251,"ПРИО-Внешторгбанк",1,2
912307,"Компания maxim",1,14
913923,"Группа компаний «ТОРЕС»",1,1
916029,"Комитет по градостроительству и архитектуре",1,1
918654,"Медиа-холдинг Рекламный Дайджест",1,1
919134,"Improve group",1,1
920248,"Гипербола Гипермаркет",1,1
922044,"МКК 4финанс",1,1
923083,ROCKSTONE,1,1
923331,"Ростовская Пожарная Компания",1,1
923386,"Клевер Восток",1,1
924434,"ЛИИС",1,1
928036,ManyChat,1,2
933066,"Айковер ПРО",1,2
933344,"Диджитал Майнд Девелопмент",1,4
937476,"Астарус",1,2
939069,"Липецкий хладокомбинат",1,1
939874,"Nitka Technologies",1,9
941566,"КОМТЕК",1,2
941620,viomedia,1,1
942853,"VIVA Деньги",1,1
946139,"ОС-Технолоджи",1,1
946860,"Персона Грата",1,3
947197,"Эрвиай Групп",1,1
948093,"Photo Lab",1,1
949674,"Студия ЯЛ",1,1
949743,"Группа производственных и торговых компаний B&B Family Company",1,1
954898,SaitCraft,1,1
960705,"Медиагруппа FM-Продакшн",1,1
962612,"Мир Хобби",1,1
963714,"Техно-линк",1,1
965294,"Комфортел",1,1
965612,"Ярославская Служба Доставки",1,1
965884,"Туроператор ИНТУРИСТ",1,1
966394,"ФКУ НИИИТ ФСИН России",1,1
967954,"Сайт для Вас",1,1
968814,"Квартплата 24",1,2
968945,Logitex,1,1
969031,"КАРИ",1,2
969307,"Pen & Brain",1,1
969665,"РДТоп",1,1
969801,"ГК ТехникаПро",1,2
971311,"Фабрика трикотажа №1",1,1
973386,"Клеверенс Софт",1,1
973577,"Вижер",1,2
975943,"Центр образовательных технологий Advance",1,2
987387,"ФГБУ Федеральное бюро медико-социальной экспертизы",1,1
988284,"ТД Очаково-Калининград",1,1
988578,"ТКсэт",1,1
988768,"КазНТУ им. Сатпаева",1,1
988940,"MetaQuotes Software Corp.",1,3
990996,"Агат-Авто, ГК",1,1
991318,WINLINE,1,1
991894,"УК АРСИБ холдинг групп",1,1
994279,"Технология Карьеры",1,2
995637,"Кадровый советник",1,1
997523,ONLINECONTRACT,1,1
998174,"Форт Диалог",1,1
999442,amoCRM,1,4
999784,"Соцмедика",1,2
1000748,"ТехноДент",1,1
1001124,"Продвижение",1,1
1002023,"Клевер Пампкин",1,1
1003537,"ADN digital studio",1,1
1004309,"Таймпэд",1,1
1004398,"Симпл Солюшнс, ЧП",1,1
1005668,"Онпоинт",1,1
1005955,"Компьютерные Бизнес-Системы",1,1
1007135,"Имплант.ру",1,1
1007525,"СУПР",1,1
1008541,"МФТИ ГУ",1,3
1008722,"Муди’с Инвесторс Сервис Лимитед",1,1
1009875,"ITD Group (International IT-Distribution Group)",1,1
1011251,"ГК Дамате",1,2
1011712,"Пензаспецавтомаш",1,1
1013235,"Рязанская энергетическая сбытовая компания",1,1
1013375,StudyWorld,1,1
1017325,Background,1,1
1018169,"Экология жизни",1,1
1020513,"УК Магистр",1,1
1021502,"Группа компаний Деловая сеть",1,1
1022364,"БУРЛИ",1,1
1023197,"Профи-Групп",1,1
1025275,"Сеть магазинов цифровой и бытовой техники DNS",1,12
1025602,"SBI Bank",1,1
1026105,"DIJEANS, Джинсовая компания",1,1
1030733,"ВЕРНЫЙ, Сеть магазинов",1,1
1030953,"Инвольта",1,3
1031211,"Медиа Страйк",1,2
1032563,"Промышленная маркировка",1,1
1033906,"РэйнбовСофт, НПО",1,3
1035255,"Моризо Диджитал",1,2
1035394,"Красное & Белое, розничная сеть",1,4
1035551,"WebMasters Russia",1,1
1035720,iBrush,1,1
1039934,"НТЦ Галэкс",1,1
1040211,"Группа компаний eLama",1,1
1040677,"Франчайзинг5",1,1
1041584,Roonyx,1,2
1042069,"ДМТ",1,1
1043028,"Кенигтех",1,2
1043716,"Франчайзинговая розничная сеть Галамарт",1,8
1044497,"ИНТЭКО",1,1
1044790,"Бридж Групп",1,2
1046098,Uchi.ru,1,4
1046677,"Рукс Солюшенс",1,1
1047916,"RUNAIL professional",1,1
1048695,"Вирчуал трейд технолоджи",1,1
1049395,"Fort Financial Services",1,1
1050345,"Латера",1,4
1051253,"ДФК",1,1
1053647,"КОНСЭЛ",1,1
1054992,"I Like IT",1,1
1057258,"Digital Sparta",1,1
1058193,"Коннектив Геймс",1,1
1059244,"Персона-Контракт",1,1
1059553,"Государственное автономное учреждение Тульской области «Центр информационных технологий»",1,1
1059673,"Ювелирцентр",1,1
1062084,"Ситилаб, Научно-методический центр клинической лабораторной диагностики",1,2
1062130,"Саппортикс",1,1
1062546,"Царь-мебель (Белодед А.В)",1,1
1063322,"ЭкоМобайл",1,1
1063889,Byndyusoft,1,3
1065781,"Докторслон.ру",1,1
1066018,"Брусника",1,1
1067140,"65 Gb Software LLC (65 Гигабайт, ООО)",1,2
1067459,"Кемеровское Акционерное Общество Азот",1,3
1068750,"КОЛЕСА ДАРОМ.РУ",1,2
1069183,"МирВрача",1,1
1069209,"Кадровый центр «Президент»",1,2
1069801,"Дилайт Софт",1,2
1076404,"ГБУЗ ЯО Областная детская клиническая больница",1,1
1077380,FIRECODE,1,6
1080405,"ГКУ Новые технологии управления",1,1
1083503,"АТХ-Строй",1,1
1084543,"Казенное предприятие Ростовской области Информационная база ЖКХ",1,1
1084803,STENN,1,2
1085203,"РСХБ Управление Активами",1,1
1085634,"Интернет студия 100АП",1,1
1085810,"Знаменка Капитал",1,2
1086880,"CulinaryOn, Кулинарная студия",1,1
1086989,"Центр нанотехнологий и наноматериалов Республики Мордовия",1,1
1087156,"ГК ЛидерТекс",1,1
1088373,"Тюменский государственный университет ФГАОУ ВО",1,1
1090122,"Гармония Здоровья",1,1
1092440,"Окна Форте",1,1
1093339,"Класс - информационные технологии для бизнеса",1,1
1096944,CodeInside,1,1
1097461,"ЗАВОД ГОТОВЫХ ТЕПЛИЦ",1,1
1103383,"ЦЕНТРОФИНАНС",1,2
1104904,"КАССА №1",1,1
1106493,"ГК Масалович и партнеры",1,1
1109285,Nethouse,1,1
1109330,"Инфотек-Балтика М",1,2
1110435,"Профи Hard Services Soft",1,1
1111042,"Суши WOK",1,2
1111058,Star-staff,1,6
1113896,"Ай-Ком",1,2
1115346,"Крит",1,3
1116760,"ТДС-Групп",1,2
1118324,"Московский политехнический университет",1,1
1118952,Infratech,1,1
1119735,"Информакустика",1,1
1120411,"Молочный Комбинат. Торговый Дом Ростов-на-Дону",1,1
1121008,"Девхаб",1,1
1122462,Skyeng,1,5
1124769,"Инглекс, онлайн-школа английского языка",1,1
1125266,Openprovider,1,1
1125378,"Пиком",1,3
1127104,"Code Studio",1,1
1127911,"ТаймЛизинг",1,2
1128386,"ADG group",1,1
1128487,"Дженстек",1,3
1134259,"Геограком",1,2
1134687,"The Head",1,3
1136961,TravelLine,1,3
1137296,"ЭЛИТТРАНС",1,1
1138751,"Управляющая компания БС Менеджмент",1,1
1141069,"Фэмели",1,1
1141838,DanaGroup,1,1
1141909,Web++,1,1
1142069,Nasctech,0,1
1144209,"Научно-производственный центр БелАгроГен",1,1
1144472,"М Партс",1,1
1144757,"Дейтерий",1,1
1144873,"Цветолайф",1,1
1145559,"Дабл Ап",1,1
1145568,Siberteam,1,1
1146353,"Здоров",1,1
1147475,"Трендлайн",1,1
1147526,"Эквид",1,6
1148195,"Kono express",1,1
1149418,"ВЕБИМ.РУ",1,2
1150295,"Рамазанов Нариман Нисрединович",1,1
1150495,"Весовая",1,1
1156064,"Фортис Технологии",1,1
1156565,"Тиражные решения 1С-Рарус",1,3
1157106,Raritetus.ru,1,1
1160188,"Университет Иннополис",1,8
1164358,"Мир обуви",1,1
1166740,"ReadyScript lab.",1,1
1166964,"Группа компаний Парфюм",1,4
1166997,"ТомскАСУпроект",1,1
1167713,"НКБ ВС",1,1
1168179,"АксЭл",1,1
1168457,TransferWise,1,6
1169951,"ЭКОДАР-ИПМ",1,1
1170263,"Визард-С",1,1
1171800,"Ипол",1,1
1173622,"ТПЭП",1,1
1174899,"СОХО",1,1
1176181,"Крауд",1,2
1176459,"Микрофинансовая Компания Международный Центр Кредитования (МЦК)",1,1
1178085,ENBISYS,1,2
1178713,"assino, Группа компаний",0,1
1179134,UNIT6,1,2
1179574,"Инград",1,2
1185071,modesco,1,3
1185942,"Медиа Лайн",1,2
1187048,Mahuru,1,1
1187686,"Кордисон",1,1
1188150,"Кредитит",1,2
1189320,"Бристоль, сеть магазинов",1,2
1190061,"ТК ЯРВЕТ",1,1
1190518,"SBS Consulting",1,1
1191643,"ID Finance",1,5
1193782,"Совмещенные технологии",1,1
1194366,"Компания Ритейл Сервис",1,2
1194872,"Rolling Moto",1,1
1196086,"ЮниВеб",1,1
1196681,"Vital Partners",1,2
1199882,"Северная Дирекция Сетевой Коммуникационной Ко",1,1
1204380,"БУЗОО Городская больница № 3",1,1
1205120,"Учебный Центр СЭМС",1,1
1205363,"Ходыкин Александр Николаевич (Brandsocks)",1,1
1207544,"Макс Групп",1,1
1208069,"Лига-Пак",1,1
1208723,TISS,1,1
1208830,"Сайтс",1,1
1212051,"Тенториум, Группа предприятий",1,1
1212132,"Recruit Alliance",1,7
1212374,FunCorp,1,1
1214034,"ПК Энергосбережение",1,1
1215230,"Кристалл Авто",1,1
1218054,"ЧПО им. В.И. Чапаева",1,1
1218226,InTevo,1,2
1220357,"Мокка",1,1
1223472,NINEL,1,1
1225479,"ГАУ ВО Мой Бизнес",1,1
1225626,IvlAN,1,1
1225898,"Активный отдых",1,1
1226232,"Гарпикс",1,2
1227460,Lenvendo,1,2
1227984,"Техниксофт",1,1
1228455,"Группа Компаний Армагаз",1,1
1228621,"ЭсДиАй Солюшен",1,1
1230328,"МИЦ ПФР",1,2
1231088,"IT–компания «Иником» (ИП Бакаушин С. В.)",1,1
1234997,"Защищенные Телекоммуникации",1,2
1235261,"ЭкспертБизнесКонсалтинг",1,1
1237477,"Энтер-Софт",1,1
1238379,"Айрон Вотер Студио",1,2
1241772,"Атом Безопасность",1,19
1245158,"МФК Саммит",1,9
1247819,"Сеть магазинов Постелька",1,1
1250053,Eduson.tv,1,3
1255844,"Аспект",1,1
1255897,"СС-Уфа",1,1
1257171,"ЦБП",1,1
1260189,"Trend Soft, студия",1,1
1261194,"Белкасофт",1,2
1263188,Weigandt-consulting,1,6
1268602,"RnD Soft",1,1
1269738,"RealTrac Technologies",1,1
1270778,"Tickeron, Inc",1,1
1270896,"Тойота Центр Рязань",1,1
1272804,"Рошен-Трейд",1,1
1276089,"ЕвроЭлемент",1,1
1276490,"Группа Компаний Астрал",1,1
1276729,"Компания Стимул",1,2
1278562,Level.Travel,1,3
1278595,USERSTORY,1,1
1281813,"Флексби",1,1
1283958,"Across Systems",1,2
1285296,"Николас груп",1,1
1287995,"Аптечная сеть Солнечное Здоровье",1,1
1290372,Rison,1,2
1292199,"Скаймедиа",1,1
1293188,"Фармнет",1,1
1294024,"Флекси-центр",1,1
1296199,"Ассоциация кластеров и технопарков России",1,1
1296244,iSpring,1,1
1296365,"Вест Медика",1,1
1297513,"Натнэт",1,1
1299447,"Инсайн",1,1
1300663,"Арт Ауро",1,1
1302894,"Влад АйТи",1,2
1304972,Praweb,1,2
1307507,"Tools For Brokers",1,1
1307512,"Экспериментальная мастерская НаукаСофт",1,1
1309504,"ТТ ДЕВЕЛОПМЕНТ",1,5
1316284,"Энерджи Софт",1,2
1317294,"Мелодия здоровья",1,1
1320790,"АБК",1,1
1322406,"ОТС",1,1
1322961,"УК ТАВРОС",1,1
1323231,FireTechnics,1,1
1323852,"ГБУ г. Москвы ИНКОЦентр",1,1
1327515,"МегаСтрой",1,2
1329104,Mobidoo,1,3
1329694,"ЮСС Супорт Сервисез",1,1
1329780,"Берендсен",1,1
1331102,"ПКАСКО",1,1
1331253,HTC,1,1
1331661,"Интерактивные обучающие технологии",1,5
1332208,"Теплосфера",1,1
1335758,"Дизайн Сервис",1,1
1335811,"РДС-строй",1,1
1337459,"Медицинские информационные решения",1,1
1340780,"ДОСТАЕВСКИЙ",1,2
1342685,"Федеральная служба по аккредитации",1,1
1342998,"Айтигро",1,1
1349605,"ГКУ МО Центр земельно-имущественного комплекса Московской области",1,1
1356767,"Далли-сервис",1,1
1357604,"Винтаж (ИП Ворельман Ю.Г.)",1,1
1358042,"Систем-Консалт",1,1
1358439,"ЧУ ДО Московская школа программистов",1,1
1365206,"ИжТендер",1,1
1367924,"Ситилинк",1,1
1370427,"Федерация Тенниса",1,1
1371423,"Технология",1,2
1372256,"Автоконнекс Мониторинг",1,2
1377596,MasterTradeSystem,1,1
1379982,"ЭЛЬБРУС",1,1
1383002,"Айбим",1,5
1386743,"Арканит",1,1
1388229,AKCP,1,1
1388505,"Бизнес-Недвижимость",1,1
1388543,TopDigital,1,1
1389441,"ДОМЖИЛСЕРВИС",1,1
1392137,AVIATA.KZ,1,2
1393967,"СИВИлаб",1,1
1395186,"НПО АНГСТРЕМ",1,2
1396409,Aleskeroff.ru,1,1
1399064,"Мант",1,1
1399702,"Инновационные Технологии",1,1
1401144,"Финансовое ателье GrottBjorn, ЗАО Среднеуральский Брокерский Центр",1,1
1403330,"Самарин",1,1
1405780,"Гринсайт",1,1
1406537,Stensil,1,1
1409206,"Сеть универмагов Разноторг",1,1
1412100,"Корпорация Медицинские электронные данные",1,1
1413074,"Техностар",1,2
1413874,"Булочные Ф.Вольчека",1,1
1416262,"Девять Линий",1,1
1416424,"Кадровый холдинг ПРОФИЛЬ",1,3
1417950,"Villagio Estate",1,1
1419129,"VIM DIGITAL",1,1
1420859,"Retail Personal",1,1
1421430,"КлаудТим",1,1
1422042,"Ведисофт",1,1
1422495,DIKIDI,1,2
1422828,"ВЕНДЭКС РИТЭЙЛ",1,1
1424913,"Научно-производственное предприятие Теплотэкс",1,1
1426816,"Ломбард Гарант KZ",1,1
1427994,"Голощапов Артем Олегович",1,1
1428085,"Центр Информационных Технологий",1,7
1428791,"Кошелек.Ру",1,1
1430610,ProfitKit,1,1
1431967,Intaro,1,2
1438543,"Посудамарт",1,1
1443514,"Бауцентр Рус",1,1
1444902,"Дальневосточный банк",1,5
1444917,"НПК ЯрЛИ",1,1
1444983,"Байкальские аптеки",1,1
1447048,"Торгово-закупочная Иркутская Маслосырбаза",1,1
1447623,Messapps,1,1
1449644,FxPro,1,1
1449896,"Алитикс",1,2
1452716,BIV,1,2
1455443,"АИС Роботикс",1,1
1456101,"А-Мобайл",1,2
1456592,"Кадровик",1,1
1457115,"MOON (Группа Компаний)",1,1
1459052,"НПФ ТОРИ",1,1
1460705,"Вега-Абсолют",1,1
1461428,"Содружество",1,1
1466635,"Здоровая Вода",1,1
1470327,"ФинПроКоммерц",1,1
1471391,"Раксел Телематикс",1,1
1471943,"МИЦ",1,1
1474584,WakeApp,1,2
1475971,"Dragon Group",1,1
1476760,"Agent Orange,ТОО",1,1
1477224,"Digital Agency Siart",1,1
1477336,"АСТ Поволжье",1,1
1477344,"КНОПКА",1,1
1477507,"АналитФАРМАЦИЯ",1,2
1477940,ART6,1,1
1478785,Programir,1,1
1480667,"Тагес Джамп",1,1
1483185,Beanetto,1,2
1483209,"Lightman Solutions",1,1
1485794,"SDT LLC",1,1
1487533,"Центр оценки и контроля качества образования, ГУ ЯО",1,1
1487725,"М-Сошал",1,2
1488516,"Травелата",1,2
1490297,"Смартер",1,1
1490896,"СКФ Сфера",1,1
1493355,"Сеть автомаркетов Зарулем",1,1
1493980,"ГСКС Профи",1,1
1495025,"Группа компаний FTNET",1,1
1498795,AdvantShop.NET,1,1
1499336,"Альтонель",1,1
1502110,"Баер Макспостер",1,2
1503068,Ecoculture,1,1
1504670,"HEADS and HANDS",1,1
1505393,"Интеллектуальные социальные системы",1,3
1509111,Loymax,1,8
1513607,"Капитал Финанс",1,1
1514258,"Маркетинг-Консультант",1,6
1514707,"ТК ЭКСИС",1,1
1517303,Creative,1,7
1517828,"Ваш KPI",1,2
1519011,"ФККГруп",1,1
1520838,"DODO BRANDS (Dodo Pizza, Drinkit, Doner 42)",1,1
1525202,Roistat,1,1
1528668,"Смарт Лайн",1,1
1530887,"Студия Арт Нэт",1,1
1532696,"Диджитал Рокет",1,1
1533366,"НЕВАТОМ",1,2
1535478,"Торговый дом Каравелла",1,1
1535513,"Забудова-строй",1,1
1538589,"Серенити",1,2
1539356,"Солантек",1,3
1540476,"НПО ПКРВ",1,1
1541784,"СТМ",1,1
1544155,"Страна карт",1,1
1544371,"IKIT Lab",1,1
1545348,it-aces.com,1,1
1545660,"Коршунов Л.А.",1,1
1545815,"МедРейтинг",1,4
1547416,"EVERA PEOPLE",1,1
1547904,"Digital-агентство AiR",1,1
1553899,"Ambaha Solutions",1,1
1554532,"ЭлектроМаркет",1,1
1555487,"Гранит",1,1
1555856,"TasCom Supply & Services",1,1
1559466,"ФОРТ",1,1
1559542,"Ти Экс Консалтинг",1,3
1562847,"АТМ-А СЕРВИС",1,1
1563672,"«ЦЕНТР ЮРИ»",1,3
1566998,"Мобильные Медицинские Технологии",1,1
1567355,"Айкомплекс",1,1
